date,count,bucket,word,wordsmallcaps,average,industry,atv,
11/01/12,103.41,Optical goods,Optical goods,optical goods,above,offline,,
12/01/12,78.19,Optical goods,Optical goods,optical goods,below,offline,,
01/01/13,100.49,Optical goods,Optical goods,optical goods,above,offline,,
02/01/13,110.07,Optical goods,Optical goods,optical goods,above,offline,,
03/01/13,108.28,Optical goods,Optical goods,optical goods,above,offline,,
04/01/13,114.08,Optical goods,Optical goods,optical goods,above,offline,,
05/01/13,118.58,Optical goods,Optical goods,optical goods,above,offline,,
06/01/13,109.04,Optical goods,Optical goods,optical goods,above,offline,,
07/01/13,124.94,Optical goods,Optical goods,optical goods,above,offline,,
08/01/13,116.40,Optical goods,Optical goods,optical goods,above,offline,,
09/01/13,111.47,Optical goods,Optical goods,optical goods,above,offline,,
10/01/13,113.23,Optical goods,Optical goods,optical goods,above,offline,,
11/01/13,105.57,Optical goods,Optical goods,optical goods,above,offline,,
12/01/13,88.79,Optical goods,Optical goods,optical goods,below,offline,,
01/01/14,114.46,Optical goods,Optical goods,optical goods,above,offline,,
02/01/14,110.48,Optical goods,Optical goods,optical goods,above,offline,,
03/01/14,126.14,Optical goods,Optical goods,optical goods,above,offline,,
04/01/14,116.06,Optical goods,Optical goods,optical goods,above,offline,,
01/01/05,42.65,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
02/01/05,44.78,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
03/01/05,52.90,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
04/01/05,49.29,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
05/01/05,56.45,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
06/01/05,55.53,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
07/01/05,55.78,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
08/01/05,57.56,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
09/01/05,53.01,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
10/01/05,58.48,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
11/01/05,85.62,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
12/01/05,143.46,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/06,48.40,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
02/01/06,45.78,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
03/01/06,57.36,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
04/01/06,49.28,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
05/01/06,56.99,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
06/01/06,59.49,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
07/01/06,58.46,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
08/01/06,59.47,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
09/01/06,55.43,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
10/01/06,67.48,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
11/01/06,113.40,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
12/01/06,166.43,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/07,61.03,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
02/01/07,59.39,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
03/01/07,71.30,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
04/01/07,64.64,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
05/01/07,72.34,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
06/01/07,71.50,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
07/01/07,78.14,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
08/01/07,76.75,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
09/01/07,71.99,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
10/01/07,86.66,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
11/01/07,124.29,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
12/01/07,176.93,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/08,64.49,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
02/01/08,66.60,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
03/01/08,70.58,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
04/01/08,73.43,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
05/01/08,75.08,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
06/01/08,78.38,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
07/01/08,81.39,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
08/01/08,73.42,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
09/01/08,79.08,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
10/01/08,84.02,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
11/01/08,112.05,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
12/01/08,185.49,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/09,68.04,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
02/01/09,67.53,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
03/01/09,83.81,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
04/01/09,77.55,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
05/01/09,80.86,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
06/01/09,86.22,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
07/01/09,89.68,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
08/01/09,79.03,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
09/01/09,88.95,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
10/01/09,93.63,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
11/01/09,133.58,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
12/01/09,197.23,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/10,71.54,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
02/01/10,72.88,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
03/01/10,89.74,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
04/01/10,79.94,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
05/01/10,81.30,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
06/01/10,92.50,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
07/01/10,91.65,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
08/01/10,87.40,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
09/01/10,87.11,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
10/01/10,91.68,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
11/01/10,135.88,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
12/01/10,188.17,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/11,95.01,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
02/01/11,88.99,Cosmetic stores,Cosmetic stores,cosmetic stores,below,offline,,
03/01/11,102.40,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
04/01/11,120.16,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
05/01/11,139.64,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
06/01/11,115.34,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
07/01/11,114.34,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
08/01/11,112.28,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
09/01/11,111.00,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
10/01/11,118.76,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
11/01/11,161.77,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
12/01/11,238.27,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/12,100.08,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
02/01/12,105.09,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
03/01/12,100.09,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
04/01/12,104.08,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
05/01/12,112.48,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
06/01/12,111.53,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
07/01/12,120.20,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
08/01/12,113.85,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
09/01/12,111.98,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
10/01/12,137.83,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
11/01/12,164.93,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
12/01/12,250.86,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/13,102.89,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
02/01/13,108.68,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
03/01/13,110.80,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
04/01/13,115.67,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
05/01/13,183.08,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
06/01/13,126.09,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
07/01/13,134.26,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
08/01/13,124.38,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
09/01/13,124.81,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
10/01/13,141.31,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
11/01/13,176.83,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
12/01/13,263.90,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/14,111.61,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
02/01/14,105.67,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
03/01/14,131.37,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
04/01/14,119.30,Cosmetic stores,Cosmetic stores,cosmetic stores,above,offline,,
01/01/05,68.51,Tobacconists,Tobacconists,tobacconists,below,offline,,
02/01/05,68.66,Tobacconists,Tobacconists,tobacconists,below,offline,,
03/01/05,81.56,Tobacconists,Tobacconists,tobacconists,below,offline,,
04/01/05,83.94,Tobacconists,Tobacconists,tobacconists,below,offline,,
05/01/05,86.91,Tobacconists,Tobacconists,tobacconists,below,offline,,
06/01/05,87.62,Tobacconists,Tobacconists,tobacconists,below,offline,,
07/01/05,83.06,Tobacconists,Tobacconists,tobacconists,below,offline,,
08/01/05,95.43,Tobacconists,Tobacconists,tobacconists,below,offline,,
09/01/05,87.38,Tobacconists,Tobacconists,tobacconists,below,offline,,
11/01/05,90.38,Tobacconists,Tobacconists,tobacconists,below,offline,,
12/01/05,110.55,Tobacconists,Tobacconists,tobacconists,above,offline,,
01/01/06,78.21,Tobacconists,Tobacconists,tobacconists,below,offline,,
02/01/06,86.02,Tobacconists,Tobacconists,tobacconists,below,offline,,
03/01/06,93.89,Tobacconists,Tobacconists,tobacconists,below,offline,,
04/01/06,84.21,Tobacconists,Tobacconists,tobacconists,below,offline,,
05/01/06,96.05,Tobacconists,Tobacconists,tobacconists,below,offline,,
06/01/06,101.09,Tobacconists,Tobacconists,tobacconists,above,offline,,
07/01/06,101.42,Tobacconists,Tobacconists,tobacconists,above,offline,,
08/01/06,108.55,Tobacconists,Tobacconists,tobacconists,above,offline,,
09/01/06,90.97,Tobacconists,Tobacconists,tobacconists,below,offline,,
10/01/06,84.20,Tobacconists,Tobacconists,tobacconists,below,offline,,
11/01/06,77.02,Tobacconists,Tobacconists,tobacconists,below,offline,,
12/01/06,91.05,Tobacconists,Tobacconists,tobacconists,below,offline,,
01/01/07,69.91,Tobacconists,Tobacconists,tobacconists,below,offline,,
02/01/07,71.44,Tobacconists,Tobacconists,tobacconists,below,offline,,
03/01/07,77.62,Tobacconists,Tobacconists,tobacconists,below,offline,,
04/01/07,57.22,Tobacconists,Tobacconists,tobacconists,below,offline,,
05/01/07,63.99,Tobacconists,Tobacconists,tobacconists,below,offline,,
06/01/07,60.72,Tobacconists,Tobacconists,tobacconists,below,offline,,
07/01/07,66.25,Tobacconists,Tobacconists,tobacconists,below,offline,,
08/01/07,65.02,Tobacconists,Tobacconists,tobacconists,below,offline,,
09/01/07,57.02,Tobacconists,Tobacconists,tobacconists,below,offline,,
10/01/07,59.82,Tobacconists,Tobacconists,tobacconists,below,offline,,
11/01/07,65.73,Tobacconists,Tobacconists,tobacconists,below,offline,,
12/01/07,73.82,Tobacconists,Tobacconists,tobacconists,below,offline,,
01/01/08,51.25,Tobacconists,Tobacconists,tobacconists,below,offline,,
02/01/08,52.79,Tobacconists,Tobacconists,tobacconists,below,offline,,
03/01/08,53.06,Tobacconists,Tobacconists,tobacconists,below,offline,,
04/01/08,58.22,Tobacconists,Tobacconists,tobacconists,below,offline,,
05/01/08,57.21,Tobacconists,Tobacconists,tobacconists,below,offline,,
06/01/08,58.20,Tobacconists,Tobacconists,tobacconists,below,offline,,
07/01/08,67.88,Tobacconists,Tobacconists,tobacconists,below,offline,,
08/01/08,62.86,Tobacconists,Tobacconists,tobacconists,below,offline,,
09/01/08,64.79,Tobacconists,Tobacconists,tobacconists,below,offline,,
10/01/08,63.59,Tobacconists,Tobacconists,tobacconists,below,offline,,
11/01/08,67.74,Tobacconists,Tobacconists,tobacconists,below,offline,,
12/01/08,85.18,Tobacconists,Tobacconists,tobacconists,below,offline,,
01/01/09,55.01,Tobacconists,Tobacconists,tobacconists,below,offline,,
02/01/09,59.96,Tobacconists,Tobacconists,tobacconists,below,offline,,
03/01/09,70.07,Tobacconists,Tobacconists,tobacconists,below,offline,,
04/01/09,72.46,Tobacconists,Tobacconists,tobacconists,below,offline,,
05/01/09,70.56,Tobacconists,Tobacconists,tobacconists,below,offline,,
06/01/09,74.70,Tobacconists,Tobacconists,tobacconists,below,offline,,
07/01/09,77.02,Tobacconists,Tobacconists,tobacconists,below,offline,,
08/01/09,77.66,Tobacconists,Tobacconists,tobacconists,below,offline,,
09/01/09,73.82,Tobacconists,Tobacconists,tobacconists,below,offline,,
10/01/09,66.92,Tobacconists,Tobacconists,tobacconists,below,offline,,
11/01/09,66.37,Tobacconists,Tobacconists,tobacconists,below,offline,,
12/01/09,88.81,Tobacconists,Tobacconists,tobacconists,below,offline,,
01/01/10,52.38,Tobacconists,Tobacconists,tobacconists,below,offline,,
02/01/10,52.98,Tobacconists,Tobacconists,tobacconists,below,offline,,
03/01/10,72.05,Tobacconists,Tobacconists,tobacconists,below,offline,,
04/01/10,64.89,Tobacconists,Tobacconists,tobacconists,below,offline,,
05/01/10,72.68,Tobacconists,Tobacconists,tobacconists,below,offline,,
06/01/10,81.86,Tobacconists,Tobacconists,tobacconists,below,offline,,
07/01/10,83.72,Tobacconists,Tobacconists,tobacconists,below,offline,,
08/01/10,81.86,Tobacconists,Tobacconists,tobacconists,below,offline,,
09/01/10,79.26,Tobacconists,Tobacconists,tobacconists,below,offline,,
10/01/10,73.23,Tobacconists,Tobacconists,tobacconists,below,offline,,
11/01/10,80.03,Tobacconists,Tobacconists,tobacconists,below,offline,,
12/01/10,90.82,Tobacconists,Tobacconists,tobacconists,below,offline,,
01/01/11,59.22,Tobacconists,Tobacconists,tobacconists,below,offline,,
02/01/11,60.19,Tobacconists,Tobacconists,tobacconists,below,offline,,
03/01/11,74.63,Tobacconists,Tobacconists,tobacconists,below,offline,,
04/01/11,81.42,Tobacconists,Tobacconists,tobacconists,below,offline,,
05/01/11,96.58,Tobacconists,Tobacconists,tobacconists,below,offline,,
06/01/11,219.00,Tobacconists,Tobacconists,tobacconists,above,offline,,
07/01/11,106.23,Tobacconists,Tobacconists,tobacconists,above,offline,,
08/01/11,118.48,Tobacconists,Tobacconists,tobacconists,above,offline,,
09/01/11,111.20,Tobacconists,Tobacconists,tobacconists,above,offline,,
10/01/11,102.33,Tobacconists,Tobacconists,tobacconists,above,offline,,
11/01/11,104.97,Tobacconists,Tobacconists,tobacconists,above,offline,,
12/01/11,136.13,Tobacconists,Tobacconists,tobacconists,above,offline,,
01/01/12,102.28,Tobacconists,Tobacconists,tobacconists,above,offline,,
02/01/12,240.81,Tobacconists,Tobacconists,tobacconists,above,offline,,
03/01/12,341.63,Tobacconists,Tobacconists,tobacconists,above,offline,,
04/01/12,119.76,Tobacconists,Tobacconists,tobacconists,above,offline,,
05/01/12,136.52,Tobacconists,Tobacconists,tobacconists,above,offline,,
06/01/12,136.78,Tobacconists,Tobacconists,tobacconists,above,offline,,
07/01/12,149.69,Tobacconists,Tobacconists,tobacconists,above,offline,,
08/01/12,145.50,Tobacconists,Tobacconists,tobacconists,above,offline,,
09/01/12,127.55,Tobacconists,Tobacconists,tobacconists,above,offline,,
10/01/12,138.94,Tobacconists,Tobacconists,tobacconists,above,offline,,
11/01/12,128.12,Tobacconists,Tobacconists,tobacconists,above,offline,,
12/01/12,154.62,Tobacconists,Tobacconists,tobacconists,above,offline,,
01/01/13,114.27,Tobacconists,Tobacconists,tobacconists,above,offline,,
02/01/13,97.77,Tobacconists,Tobacconists,tobacconists,below,offline,,
03/01/13,127.38,Tobacconists,Tobacconists,tobacconists,above,offline,,
04/01/13,135.21,Tobacconists,Tobacconists,tobacconists,above,offline,,
05/01/13,164.77,Tobacconists,Tobacconists,tobacconists,above,offline,,
06/01/13,152.06,Tobacconists,Tobacconists,tobacconists,above,offline,,
07/01/13,191.07,Tobacconists,Tobacconists,tobacconists,above,offline,,
08/01/13,175.19,Tobacconists,Tobacconists,tobacconists,above,offline,,
09/01/13,162.98,Tobacconists,Tobacconists,tobacconists,above,offline,,
10/01/13,167.96,Tobacconists,Tobacconists,tobacconists,above,offline,,
11/01/13,178.29,Tobacconists,Tobacconists,tobacconists,above,offline,,
12/01/13,229.89,Tobacconists,Tobacconists,tobacconists,above,offline,,
01/01/14,184.33,Tobacconists,Tobacconists,tobacconists,above,offline,,
02/01/14,157.93,Tobacconists,Tobacconists,tobacconists,above,offline,,
03/01/14,189.15,Tobacconists,Tobacconists,tobacconists,above,offline,,
04/01/14,189.96,Tobacconists,Tobacconists,tobacconists,above,offline,,
01/01/05,84.56,Florists,Florists,florists,below,offline,,
02/01/05,131.81,Florists,Florists,florists,above,offline,,
03/01/05,139.35,Florists,Florists,florists,above,offline,,
04/01/05,91.19,Florists,Florists,florists,below,offline,,
05/01/05,94.90,Florists,Florists,florists,below,offline,,
06/01/05,98.43,Florists,Florists,florists,below,offline,,
07/01/05,93.49,Florists,Florists,florists,below,offline,,
08/01/05,95.81,Florists,Florists,florists,below,offline,,
09/01/05,96.06,Florists,Florists,florists,below,offline,,
10/01/05,88.69,Florists,Florists,florists,below,offline,,
11/01/05,91.87,Florists,Florists,florists,below,offline,,
12/01/05,144.89,Florists,Florists,florists,above,offline,,
01/01/06,84.10,Florists,Florists,florists,below,offline,,
02/01/06,123.16,Florists,Florists,florists,above,offline,,
03/01/06,149.07,Florists,Florists,florists,above,offline,,
04/01/06,84.92,Florists,Florists,florists,below,offline,,
05/01/06,97.41,Florists,Florists,florists,below,offline,,
06/01/06,97.56,Florists,Florists,florists,below,offline,,
07/01/06,94.30,Florists,Florists,florists,below,offline,,
08/01/06,91.32,Florists,Florists,florists,below,offline,,
09/01/06,93.09,Florists,Florists,florists,below,offline,,
10/01/06,90.33,Florists,Florists,florists,below,offline,,
11/01/06,91.40,Florists,Florists,florists,below,offline,,
12/01/06,144.25,Florists,Florists,florists,above,offline,,
01/01/07,88.58,Florists,Florists,florists,below,offline,,
02/01/07,121.76,Florists,Florists,florists,above,offline,,
03/01/07,148.82,Florists,Florists,florists,above,offline,,
04/01/07,120.46,Florists,Florists,florists,above,offline,,
05/01/07,99.41,Florists,Florists,florists,below,offline,,
06/01/07,98.30,Florists,Florists,florists,below,offline,,
07/01/07,98.90,Florists,Florists,florists,below,offline,,
08/01/07,94.92,Florists,Florists,florists,below,offline,,
09/01/07,92.95,Florists,Florists,florists,below,offline,,
10/01/07,96.67,Florists,Florists,florists,below,offline,,
11/01/07,95.90,Florists,Florists,florists,below,offline,,
12/01/07,148.18,Florists,Florists,florists,above,offline,,
01/01/08,86.77,Florists,Florists,florists,below,offline,,
02/01/08,143.53,Florists,Florists,florists,above,offline,,
03/01/08,111.09,Florists,Florists,florists,above,offline,,
04/01/08,95.69,Florists,Florists,florists,below,offline,,
05/01/08,101.55,Florists,Florists,florists,above,offline,,
06/01/08,101.37,Florists,Florists,florists,above,offline,,
07/01/08,101.10,Florists,Florists,florists,above,offline,,
08/01/08,88.48,Florists,Florists,florists,below,offline,,
09/01/08,101.00,Florists,Florists,florists,above,offline,,
10/01/08,93.52,Florists,Florists,florists,below,offline,,
11/01/08,84.48,Florists,Florists,florists,below,offline,,
12/01/08,142.27,Florists,Florists,florists,above,offline,,
01/01/09,77.97,Florists,Florists,florists,below,offline,,
02/01/09,103.01,Florists,Florists,florists,above,offline,,
03/01/09,136.60,Florists,Florists,florists,above,offline,,
04/01/09,89.48,Florists,Florists,florists,below,offline,,
05/01/09,89.91,Florists,Florists,florists,below,offline,,
06/01/09,94.22,Florists,Florists,florists,below,offline,,
07/01/09,91.47,Florists,Florists,florists,below,offline,,
08/01/09,78.43,Florists,Florists,florists,below,offline,,
09/01/09,92.55,Florists,Florists,florists,below,offline,,
10/01/09,84.09,Florists,Florists,florists,below,offline,,
11/01/09,84.15,Florists,Florists,florists,below,offline,,
12/01/09,132.25,Florists,Florists,florists,above,offline,,
01/01/10,68.24,Florists,Florists,florists,below,offline,,
02/01/10,95.07,Florists,Florists,florists,below,offline,,
03/01/10,136.91,Florists,Florists,florists,above,offline,,
04/01/10,87.42,Florists,Florists,florists,below,offline,,
05/01/10,89.36,Florists,Florists,florists,below,offline,,
06/01/10,96.43,Florists,Florists,florists,below,offline,,
07/01/10,88.76,Florists,Florists,florists,below,offline,,
08/01/10,79.02,Florists,Florists,florists,below,offline,,
09/01/10,85.94,Florists,Florists,florists,below,offline,,
10/01/10,78.60,Florists,Florists,florists,below,offline,,
11/01/10,83.45,Florists,Florists,florists,below,offline,,
12/01/10,121.70,Florists,Florists,florists,above,offline,,
01/01/11,75.07,Florists,Florists,florists,below,offline,,
02/01/11,101.11,Florists,Florists,florists,above,offline,,
03/01/11,110.18,Florists,Florists,florists,above,offline,,
04/01/11,111.38,Florists,Florists,florists,above,offline,,
05/01/11,96.93,Florists,Florists,florists,below,offline,,
06/01/11,104.53,Florists,Florists,florists,above,offline,,
07/01/11,87.56,Florists,Florists,florists,below,offline,,
08/01/11,85.64,Florists,Florists,florists,below,offline,,
09/01/11,89.98,Florists,Florists,florists,below,offline,,
10/01/11,81.33,Florists,Florists,florists,below,offline,,
11/01/11,86.60,Florists,Florists,florists,below,offline,,
12/01/11,133.70,Florists,Florists,florists,above,offline,,
01/01/12,74.84,Florists,Florists,florists,below,offline,,
02/01/12,110.38,Florists,Florists,florists,above,offline,,
03/01/12,160.37,Florists,Florists,florists,above,offline,,
04/01/12,86.66,Florists,Florists,florists,below,offline,,
05/01/12,99.87,Florists,Florists,florists,below,offline,,
06/01/12,89.01,Florists,Florists,florists,below,offline,,
07/01/12,88.43,Florists,Florists,florists,below,offline,,
08/01/12,85.31,Florists,Florists,florists,below,offline,,
09/01/12,83.32,Florists,Florists,florists,below,offline,,
10/01/12,85.65,Florists,Florists,florists,below,offline,,
11/01/12,84.12,Florists,Florists,florists,below,offline,,
12/01/12,125.65,Florists,Florists,florists,above,offline,,
01/01/13,71.92,Florists,Florists,florists,below,offline,,
02/01/13,109.67,Florists,Florists,florists,above,offline,,
03/01/13,124.97,Florists,Florists,florists,above,offline,,
04/01/13,88.64,Florists,Florists,florists,below,offline,,
05/01/13,101.27,Florists,Florists,florists,above,offline,,
06/01/13,91.00,Florists,Florists,florists,below,offline,,
07/01/13,93.10,Florists,Florists,florists,below,offline,,
08/01/13,82.29,Florists,Florists,florists,below,offline,,
09/01/13,85.71,Florists,Florists,florists,below,offline,,
10/01/13,86.69,Florists,Florists,florists,below,offline,,
11/01/13,85.45,Florists,Florists,florists,below,offline,,
12/01/13,129.88,Florists,Florists,florists,above,offline,,
01/01/14,74.71,Florists,Florists,florists,below,offline,,
02/01/14,100.65,Florists,Florists,florists,above,offline,,
03/01/14,130.86,Florists,Florists,florists,above,offline,,
04/01/14,92.91,Florists,Florists,florists,below,offline,,
01/01/05,73.01,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
02/01/05,78.84,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
03/01/05,91.56,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
04/01/05,85.10,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
05/01/05,91.26,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
06/01/05,89.34,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
07/01/05,89.46,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
08/01/05,97.52,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
09/01/05,91.98,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
10/01/05,102.81,Artists' supplies,Artists' supplies,artists' supplies,above,offline,,
11/01/05,113.77,Artists' supplies,Artists' supplies,artists' supplies,above,offline,,
12/01/05,117.83,Artists' supplies,Artists' supplies,artists' supplies,above,offline,,
01/01/06,74.98,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
02/01/06,74.74,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
03/01/06,88.15,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
04/01/06,78.41,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
05/01/06,89.96,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
06/01/06,80.87,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
07/01/06,83.51,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
08/01/06,91.23,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
09/01/06,87.59,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
10/01/06,102.73,Artists' supplies,Artists' supplies,artists' supplies,above,offline,,
11/01/06,109.77,Artists' supplies,Artists' supplies,artists' supplies,above,offline,,
12/01/06,112.33,Artists' supplies,Artists' supplies,artists' supplies,above,offline,,
01/01/07,78.22,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
02/01/07,76.65,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
03/01/07,90.92,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
04/01/07,82.79,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
05/01/07,88.87,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
06/01/07,84.11,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
07/01/07,94.51,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
08/01/07,92.63,Artists' supplies,Artists' supplies,artists' supplies,below,offline,,
